title,authors,tags,series,series_index,comments,identifiers,languages,#subtitle,#title_opf,#info,#libreria
"Todo cuanto amé","Siri Hustvedt","Topic.People & Places.America, Topic.Art & Architecture","","1.0","El aprecio por un cuadro de Bill Wechsler lleva al historiador de arte Leo Hertzberg a querer conocer a su autor. Una profunda amistad, basada por igual en afinidades y contrastes, los unirá desde entonces, e incluirá asimismo a sus familiares. A lo largo de los años tres mujeres orbitan en su universo: Erica, la hermosa profesora casada con Leo, y las dos esposas del pintor. Pero cuando una muerte trágica sacude inesperadamente el mundo de estos personajes, entre ellos surge un nuevo orden, bajo el que late un oscuro engaño que acabará por erigirse en una amenaza de imprevisibles consecuencias. 
... 
*What I Loved* is a deeply touching elegiac novel that mourns for the New York artistic life, which was of a time but now has gone--by extension, it is about all losses swept away by mischance and time. Half-blind and alone, Leo tells us of marriage and friendship, and makes the sheer fragility of what seemed forever not only his subject, but perhaps the only subject worth considering. Scholars Leo and his wife Erica admire, and befriend, artist Bill and his first and second wives--their respective sons Matthew and Mark grow up together until the first of a series of tragedies strikes. And things get gradually worse from then on, both because terrible things happen and because people do not get over them. Part of the strength of this impressive novel is its emotional intensity and part is the context in which those emotions exist; these are smart and talented people, even the children, and we luxuriate, even when things are at their worst, in the sheer intelligence they bring to bear on their situations. It is also impressive that, for Hustvedt, intelligence is an end in itself rather than something that prevents tragedy or makes it more bearable. This is a powerful book because everything Leo knows makes him ever more the victim of exquisite pain. -- *Roz Kaveney*
","isbn:9788433970435,goodreads:80040","spa","","Todo cuanto amé","","Ficción general [REVISAR]"
"The Family Trip: A totally gripping and addictive psychological thriller","Daniel Hurst","","","1.0","","mobi-asin:B0CW19LK4T","eng","","The Family Trip: A totally gripping and addictive psychological thriller","",""
"Old Evil: An Angel & Kincade Mystery (Angel & Kincade Murder Mysteries Book 2)","James Harper","","","1.0","","mobi-asin:B0D6CZ72Z8","eng","","Old Evil: An Angel & Kincade Mystery (Angel & Kincade Murder Mysteries Book 2)","",""
"Tidewater: A Novel of Pocahontas and the Jamestown Colony","Libbie Hawker","","","1.0","","mobi-asin:0802f75c-c5c8-438f-b25b-e8e32b368079","eng","","Tidewater: A Novel of Pocahontas and the Jamestown Colony","",""
"Lavondyss","Robert Holdstock","Fantasy.Mythology, Fantasy.Folklore, Fantasía Moderna, Topic.People & Places.Europe.England","Mythago Wood","2.0","<div> <p>Tallis Keeton se ha criado junto al bosque Rhyope y siempre ha sentido una fascinación especial por él. Tiene la convicción de que su hermano Harry Keeton, desaparecido en su interior hace años, necesita su ayuda para poder volver.<br><br>Tellis va conociendo poco a poco los rincones del bosque. Conforme consigue dar con los nombres de los distintos parajes, las historias ligadas a los mismos se revelan ante ella, y simultaneamente va descubriendo el arte de hacer máscaras, las cuales le permiten entrever los secretos que esconden.<br><br>Sueños, visiones y los mitos encerrados en las historias populares van desarrollando en Tallis un conocimiento intuitivo de los mecanismos del bosque... Hasta que se ve obligada a adentrarse por sus senderos en una búsqueda que dista mucho de comprender. Y dentro del bosque, donde el paso del tiempo pierde sentido y la tierra cambia a merced de la memoria, Tallis se encontrará viajando hacia la región desconocida, Lavondyss, el origen de todos los mitos.</p></div>  <p>A haunting entry in the World Fantasy Award-winning Mythago Cycle  </p> <p>In <em>Mythago Wood</em> , Robert Holdstock gave us an intricate world spun from the stories of Irish and English mythology, a great forest steeped in mystery and legend, whose heart contains secrets that will change all who behold them.  </p> <p>Young Tallis is one such seeker. When she was just an infant, she lost her brother Harry to Ryhope Wood. Her adolescent fancies now cause her to suspect that he is still alive---and in grave danger. Tallis follows Harry into the primal Otherworld armed only with magic, masks, and clues left by her grandfather. Eventually the primitive forest gives way to Lavondyss itself, a fascinating and terrible realm where she is forced to confront the mythagos, physical manifestations of the legends of humanity's collective unconscious.  </p> <p>Join Tallis on her quest into the ultimate unknown, and be invited into one of the finest and most compelling mythologies you will ever encounter.  </p> <p>""A stunningly good book . . . conveys the haunting power of old heroes and lost gods.""<br /> -- <em>Locus</em>  </p> <p>""Magical . . . It is rare to find a sequel which measures up to its original; but Lavondyss surpasses it.""<br /> -- <em>Times Literary Supplement</em>  </p> <p>At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.</p>","goodreads:280716,wd:Q1089888,isbn:9780765307316","spa","","Lavondyss","","Fantasía [REVISAR]"
"The Quintessence of Quick (The Jack Mason Saga)","Stan Hayes","","","1.0","","mobi-asin:3189ba7e-871c-4db6-8243-422969cdd934","eng","","The Quintessence of Quick (The Jack Mason Saga)","",""
"A Dark Beginning: A China Dark Novel","Paula Hawkes","","","1.0","","mobi-asin:8a3fbb59-fd46-4174-b99d-fb326ee2c192","eng","","A Dark Beginning: A China Dark Novel","",""
"Heart Of Stone","S. I. Hayes","","","1.0","","mobi-asin:9987aff2-e083-415e-949a-cef0f258d24a","eng","","Heart Of Stone","",""
"Tidewater: A Novel of Pocahontas and the Jamestown Colony","Libbie Hawker","","","1.0","","mobi-asin:0802f75c-c5c8-438f-b25b-e8e32b368079","eng","","Tidewater: A Novel of Pocahontas and the Jamestown Colony","",""
"Lavondyss","Robert Holdstock","Fantasy.Mythology, Fantasy.Folklore, Fantasía Moderna, Topic.People & Places.Europe.England","Mythago Wood","2.0","<div> <p>Tallis Keeton se ha criado junto al bosque Rhyope y siempre ha sentido una fascinación especial por él. Tiene la convicción de que su hermano Harry Keeton, desaparecido en su interior hace años, necesita su ayuda para poder volver.<br><br>Tellis va conociendo poco a poco los rincones del bosque. Conforme consigue dar con los nombres de los distintos parajes, las historias ligadas a los mismos se revelan ante ella, y simultaneamente va descubriendo el arte de hacer máscaras, las cuales le permiten entrever los secretos que esconden.<br><br>Sueños, visiones y los mitos encerrados en las historias populares van desarrollando en Tallis un conocimiento intuitivo de los mecanismos del bosque... Hasta que se ve obligada a adentrarse por sus senderos en una búsqueda que dista mucho de comprender. Y dentro del bosque, donde el paso del tiempo pierde sentido y la tierra cambia a merced de la memoria, Tallis se encontrará viajando hacia la región desconocida, Lavondyss, el origen de todos los mitos.</p></div>  <p>A haunting entry in the World Fantasy Award-winning Mythago Cycle  </p> <p>In <em>Mythago Wood</em> , Robert Holdstock gave us an intricate world spun from the stories of Irish and English mythology, a great forest steeped in mystery and legend, whose heart contains secrets that will change all who behold them.  </p> <p>Young Tallis is one such seeker. When she was just an infant, she lost her brother Harry to Ryhope Wood. Her adolescent fancies now cause her to suspect that he is still alive---and in grave danger. Tallis follows Harry into the primal Otherworld armed only with magic, masks, and clues left by her grandfather. Eventually the primitive forest gives way to Lavondyss itself, a fascinating and terrible realm where she is forced to confront the mythagos, physical manifestations of the legends of humanity's collective unconscious.  </p> <p>Join Tallis on her quest into the ultimate unknown, and be invited into one of the finest and most compelling mythologies you will ever encounter.  </p> <p>""A stunningly good book . . . conveys the haunting power of old heroes and lost gods.""<br /> -- <em>Locus</em>  </p> <p>""Magical . . . It is rare to find a sequel which measures up to its original; but Lavondyss surpasses it.""<br /> -- <em>Times Literary Supplement</em>  </p> <p>At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.</p>","isbn:9780765307316,wd:Q1089888,goodreads:280716","spa","","Lavondyss","","Fantasía [REVISAR]"
"The Quintessence of Quick (The Jack Mason Saga)","Stan Hayes","","","1.0","","mobi-asin:3189ba7e-871c-4db6-8243-422969cdd934","eng","","The Quintessence of Quick (The Jack Mason Saga)","",""
"Army of Shadows","Max Hennessy","","","1.0","","isbn:9781800320109","eng","","Army of Shadows","",""
"The Professionals","Max Hennessy","","","1.0","","isbn:9781800327177","eng","","The Professionals","",""
"el cazador de jackson","Philip E. High","","","1.0","","","spa","","el cazador de jackson","",""
"el cazador de jackson","Philip E. High","","","1.0","","","spa","","el cazador de jackson","",""
"Trading Husbands Swapping Wives IV: Paying the Bet (Partner Swap Stories Book 4)","Jamie Hunter","","","1.0","","mobi-asin:B0761C4BBF","eng","","Trading Husbands Swapping Wives IV: Paying the Bet (Partner Swap Stories Book 4)","",""
"Trading Husbands Swapping Wives III: Double Stuffed Fantasy (Partner Swap Stories Book 3)","Jamie Hunter","","","1.0","","mobi-asin:B0759YJ6D7","eng","","Trading Husbands Swapping Wives III: Double Stuffed Fantasy (Partner Swap Stories Book 3)","",""
"Trading Husbands Swapping Wives II: Double Date Foursome (Partner Swap Stories Book 2)","Jamie Hunter","","","1.0","","mobi-asin:B074KL1X6P","eng","","Trading Husbands Swapping Wives II: Double Date Foursome (Partner Swap Stories Book 2)","",""
"Trading Husbands Swapping Wives: Partner Swap Stories Volume One","Jamie Hunter","","","1.0","","mobi-asin:B0745JTTM6","eng","","Trading Husbands Swapping Wives: Partner Swap Stories Volume One","",""
"Elf World","Dax Hunter","","","1.0","I was just a nerd in my world, for goodness' sake. A nobody just trying to graduate college so I could go on and live a boring life like everyone else.
But when a confrontation with an old childhood bully goes about as bad as it can go, at the last second I suddenly got teleported to a different world. And not just any world, but a fantasy elf world where it seems like anything goes. A human male sure does get a lot of attention around here, and in more ways than one.
These ladies brought me here for a reason, so I could help them in their time of need. In my world I was just a nerd, but here, I just might be something a little different.
","mobi-asin:B0BRKB4FTY","eng","","Elf World","","Fantasía [REVISAR]"
"Elf World 3","Dax Hunter","","","1.0","It wasn't easy, but I somehow managed to survive the underworld. It's great to be back on the surface world.  
But a lot has changed since I've been gone, and not for the better.  
  
And on top of that, the gorgeous witch, Ursula, lets me in on a major secret involving all this Arkala business.  
  
And it's a big one…  
  
In my desperate search to find the truth, I'm forced to leave my elves once again. But after hitching a ride on a ship with a crew of sexy fire elves, we encounter a pissed-off sea creature.  
  
Let's just say that things went from bad to worse.  
  
And now I'm washed up on the shores of a beautiful island, a magical island inhabited by gorgeous monster girls. Well, that's not so bad, right?  
  
But Monster Girl Island has a dark side too.  
  
Warning: this book contains detailed adult activities and unconventional relationships.
","mobi-asin:B0C4KT7LMM","eng","","Elf World 3","","Paranormal [REVISAR]"
"Reality forbidden","Philip E. High","Science Fiction","","1.0","","","","","Reality forbidden","",""
"Forest Born","Shannon Hale","","","1.0","","","eng","","Forest Born","",""
"La princesa que hablaba con el viento","Shannon Hale","","The Books of Bayern","1.0","Ani es una joven princesa que posee el maravilloso don de comunicarse con los animales. La tranquilidad de su vida se acaba cuando su madre la obliga a contraer matrimonio con el príncipe de un reino extranjero, por lo cual debe abandonar su país. Sin embargo, las sorpresas no terminan ahí. Durante el viaje será víctima de una traición que la convertirá en una simple cuidadora de gansos y descubrirá que tiene otro poder que va más allá del mundo de los animales: el poder de hablar con el viento.
","mobi-asin:6dab8bbe-290e-42ab-a6db-e565061e0eda,isbn:9788497543736,goodreads:6342096","spa","","The Books of Bayern [01.00] - La princesa que hablaba con el viento (spa)","","Ficción general [REVISAR]"
"Soldier of the Queen","Max Hennessy","Soldier of the Queen","","1.0","<p>Charting the heroism of a young and talented cavalry officer, Colby Goff, this story takes the reader from Balaclava to the Zulu War. Colby progresses from a raw, wilful soldier to a laudable officer, fighting from continent to continent, engaging in the Franco-Prussian and American civil war and proving himself to be a man of passion and of steel.","mobi-asin:fa5b475b-d57d-4f9f-97f6-3ac13df99ecf,isbn:9780755128082","eng","","Soldier of the Queen","","Fantasía [REVISAR]"
"Crimson Fury","Mirren Hogan","QuarkXPress, epub, ebook","Magic of Isskasala","2.0","","mobi-asin:B07B8F4QT9","eng","","Crimson Fury","",""
"Dragonhaze: A Dragonhall Chronicles novel (The Reasoner Trilogy Book 1)","Mirren Hogan","","","1.0","","mobi-asin:B079PNP7BC","eng","","Dragonhaze: A Dragonhall Chronicles novel (The Reasoner Trilogy Book 1)","",""
"Dragonstorm: A Dragonhall Chronicles novel (The Reasoner Trilogy Book 2)","Mirren Hogan","","","1.0","","mobi-asin:B07BJ3TCJG","eng","","Dragonstorm: A Dragonhall Chronicles novel (The Reasoner Trilogy Book 2)","",""
